voorstellen	voorstellen	VRB(mai,inf,withoutt,withoutp,withoutn,trs/ref)	VRB
scriptie	scriptie	NOU(comm,sg,f)	NOU
ontstichtte	ontstichten	VRB(mai,ind,impf,1/2/3,sg,trs)	VRB
bezemklas	bezemklas	NOU(comm,sg,f)	NOU
gebracht	brengen	VRB(mai,part,past,withoutp,withoutn,trs)	VRB
geritst	ritsen	VRB(mai,part,past,withoutp,withoutn,trs/int)	VRB
leuks	leuk	ADJ(quali,pos,inflected)	ADJ
televisierechten	televisierechten	NOU(comm,pl,withoutg)	NOU
isolationist	isolationist	NOU(comm,sg,m)	NOU
veeltalig	veeltalig	ADJ(quali,pos,basic)	ADJ
genotteren	genotteren	VRB(mai,inf,withoutt,withoutp,withoutn,int)	VRB
toesluit	toesluiten	VRB(mai,ind,pres,1/2/3,sg,trs/int)	VRB
overflows	overflow	NOU(comm,pl,m)	NOU
uitkoos	uitkiezen	VRB(mai,ind,impf,1/2/3,sg,trs)	VRB
grondexploitatie	grondexploitatie	NOU(comm,sg,f)	NOU
marineluchtvaartdienst	marineluchtvaartdienst	NOU(comm,sg,m)	NOU
overspringt	overspringen	VRB(mai,ind,pres,2/3,sg,trs/int)	VRB
gelijkmaakt	gelijkmaken	VRB(mai,ind,pres,2/3,sg,trs)	VRB
ontgronding	ontgronding	NOU(comm,sg,f)	NOU
overtuig	overtuigen	VRB(mai,ind,pres,1,sg,trs/ref)	VRB
pensioenverrekening	pensioenverrekening	NOU(comm,sg,f)	NOU
gestorven	gestorven	ADJ(quali,pos,basic)	ADJ
ex-patient	ex-patiënt	NOU(comm,sg,m)	NOU
aanblikken	aanblikken	VRB(mai,ind,pres,1/2/3,pl,trs)	VRB
druipende	druipend	ADJ(quali,pos,inflected)	ADJ
asjeblieft	alsjeblieft	ADV(general,=)	ADV
gloria	gloria	NOU(comm,sg,n)	NOU
OV-kaart	OV-kaart	NOU(comm,sg,mf)	NOU
aanpakten	aanpakken	VRB(mai,ind,impf,1/2/3,pl,trs)	VRB
spijsverteringskanalen	spijsverteringskanaal	NOU(comm,pl,n)	NOU
Lujan	Lujan	NOU(prop,sg,-)	NOU
ongesteldheden	ongesteldheid	NOU(comm,pl,f)	NOU
perfectum	perfectum	NOU(comm,sg,n)	NOU
achtergrond	achtergrond	NOU(comm,sg,m)	NOU
windvaan	windvaan	NOU(comm,sg,mf)	NOU
autoverhuurders	autoverhuurder	NOU(comm,pl,m)	NOU
ademhalingsspieren	ademhalingsspier	NOU(comm,pl,mf)	NOU
niet-joods	niet-joods	ADJ(quali,pos,basic)	ADJ
verwilder	verwilderen	VRB(mai,ind,pres,1,sg,trs/int)	VRB
eigendom	eigendom	NOU(comm,sg,n)	NOU
sigarettenfabrikanten	sigarettenfabrikant	NOU(comm,pl,m)	NOU
persoonskenmerken	persoonskenmerk	NOU(comm,pl,n)	NOU
moederzegen	moederzegen	NOU(comm,sg,m)	NOU
grondregelen	grondregel	NOU(comm,pl,m)	NOU
elefantiasis	elefantiasis	NOU(comm,sg,f)	NOU
pathologen-anatomen	patholoog-anatoom	NOU(comm,pl,m)	NOU
pionieren	pionieren	VRB(mai,ind,pres,1/2/3,pl,trs/int)	VRB
vredesaanbod	vredesaanbod	NOU(comm,sg,n)	NOU
ex-journaliste	ex-journaliste	NOU(comm,sg,f)	NOU
iatrogeen	iatrogeen	ADJ(quali,pos,basic)	ADJ
expansiepolitiek	expansiepolitiek	NOU(comm,sg,f)	NOU
bommengooiers	bommengooier	NOU(comm,pl,m)	NOU
pletsen	pletsen	VRB(mai,ind,pres,1/2/3,pl,int)	VRB
negerzangers	negerzanger	NOU(comm,pl,m)	NOU
concertmuziek	concertmuziek	NOU(comm,sg,f)	NOU
godsdienstwaanzinnige	godsdienstwaanzinnige	NOU(comm,sg,mf)	NOU
krankzinnig	krankzinnig	ADJ(quali,pos,basic)	ADJ
geluidsbrij	geluidsbrij	NOU(comm,sg,m)	NOU
vrouwenrol	vrouwenrol	NOU(comm,sg,mf)	NOU
peetooms	peetoom	NOU(comm,pl,m)	NOU
informatiebestand	informatiebestand	NOU(comm,sg,n)	NOU
mate	mate	NOU(comm,sg,mf)	NOU
tegenorder	tegenorder	NOU(comm,sg,mf)	NOU
koopadviezen	koopadvies	NOU(comm,pl,n)	NOU
bedingt	bedingen	VRB(mai,ind,pres,2/3,sg,trs)	VRB
omhoogzaten	omhoogzitten	VRB(mai,ind,impf,1/2/3,pl,int)	VRB
palrad	palrad	NOU(comm,sg,n)	NOU
preview	preview	NOU(comm,sg,m)	NOU
schelpdiervisserij	schelpdiervisserij	NOU(comm,sg,f)	NOU
atletenmakelaar	atletenmakelaar	NOU(comm,sg,m)	NOU
dittografie	dittografie	NOU(comm,sg,f)	NOU
lasbranders	lasbrander	NOU(comm,pl,m)	NOU
moderaties	moderatie	NOU(comm,pl,f)	NOU
conceptverkiezingsprogramma	conceptverkiezingsprogramma	NOU(comm,sg,n)	NOU
suppletore	suppletoir	ADJ(quali,pos,inflected)	ADJ
sirtaki	sirtaki	NOU(comm,sg,m)	NOU
doordouwt	doordouwen	VRB(mai,ind,pres,2/3,sg,trs/int)	VRB
miljoenste	miljoenste	NOU(comm,sg,n)	NOU
vlakten	vlakte	NOU(comm,pl,f)	NOU
ontroostbaar	ontroostbaar	ADJ(quali,pos,basic)	ADJ
noordwand	noordwand	NOU(comm,sg,m)	NOU
uitspuugden	uitspugen	VRB(mai,ind,impf,1/2/3,pl,trs)	VRB
tennisbond	tennisbond	NOU(comm,sg,m)	NOU
werkhypothesen	werkhypothese	NOU(comm,pl,f)	NOU
lieren	lier	NOU(comm,pl,mf)	NOU
kunstpenissen	kunstpenis	NOU(comm,pl,m)	NOU
rapsodieen	rapsodie	NOU(comm,pl,f)	NOU
genealogieën	genealogie	NOU(comm,pl,f)	NOU
éne	een	ADJ(quali,pos,inflected)	ADJ
veiligstel	veiligstellen	VRB(mai,ind,pres,1,sg,trs/ref)	VRB
doodlopen	doodlopen	VRB(mai,ind,pres,1/2/3,pl,int/ref)	VRB
vertrouwensherstel	vertrouwensherstel	NOU(comm,sg,n)	NOU
paraclubs	paraclub	NOU(comm,pl,mf)	NOU
transportcommissaris	transportcommissaris	NOU(comm,sg,m)	NOU
begrotingsdebatten	begrotingsdebat	NOU(comm,pl,n)	NOU
gebedswake	gebedswake	NOU(comm,sg,mf)	NOU
wonden	winden	VRB(mai,ind,impf,1/2/3,pl,trs)	VRB
voorpagina-artikel	voorpagina-artikel	NOU(comm,sg,n)	NOU
onbezoedeld	onbezoedeld	ADJ(quali,pos,basic)	ADJ
overhing	overhangen	VRB(mai,ind,impf,1/2/3,sg,int)	VRB
leeftijdsdiscriminatie	leeftijdsdiscriminatie	NOU(comm,sg,f)	NOU
burgerpresident	burgerpresident	NOU(comm,sg,m)	NOU
overwaardeer	overwaarderen	VRB(mai,ind,pres,1,sg,trs)	VRB
scharensliepen	scharensliep	NOU(comm,pl,m)	NOU
aanstiefelden	aanstiefelen	VRB(mai,ind,impf,1/2/3,pl,int)	VRB
fabrieksarbeid	fabrieksarbeid	NOU(comm,sg,m)	NOU
inventarisaties	inventarisatie	NOU(comm,pl,f)	NOU
valutainkomsten	valuta-inkomsten	NOU(comm,pl,withoutg)	NOU
braakliggend	braakliggend	ADJ(quali,pos,basic)	ADJ
hiep	hiep	INT()	INT
aanvullingsregeling	aanvullingsregeling	NOU(comm,sg,f)	NOU
stramien	stramien	NOU(comm,sg,n)	NOU
discjockey	diskjockey	NOU(comm,sg,m)	NOU
frunnikten	frunniken	VRB(mai,ind,impf,1/2/3,pl,trs/int)	VRB
troepenscheiding	troepenscheiding	NOU(comm,sg,f)	NOU
bezuinigingspakket	bezuinigingspakket	NOU(comm,sg,n)	NOU
matsen	matsen	VRB(mai,inf,withoutt,withoutp,withoutn,trs)	VRB
verkalkt	verkalken	VRB(mai,part,past,withoutp,withoutn,int)	VRB
doodeng	doodeng	ADJ(quali,pos,basic)	ADJ
stakerige	stakerig	ADJ(quali,pos,inflected)	ADJ
warmgedraaid	warmdraaien	VRB(mai,part,past,withoutp,withoutn,int)	VRB
semi-automatische	semi-automatisch	ADJ(quali,pos,inflected)	ADJ
vervals	vervalsen	VRB(mai,ind,pres,1,sg,trs)	VRB
hoekman	hoekman	NOU(comm,sg,m)	NOU
kwantumtheorie	kwantumtheorie	NOU(comm,sg,f)	NOU
vermoord	vermoorden	VRB(mai,part,past,withoutp,withoutn,trs)	VRB
smulletje	smul	NOU(comm,sg,n)	NOU
studentenrevolutie	studentenrevolutie	NOU(comm,sg,f)	NOU
A.K.W.	A.K.W.	RES(abbr)	RES
beroepsfout	beroepsfout	NOU(comm,sg,mf)	NOU
geknepen	knijpen	VRB(mai,part,past,withoutp,withoutn,trs)	VRB
construeert	construeren	VRB(mai,ind,pres,2/3,sg,trs)	VRB
loketfunctie	loketfunctie	NOU(comm,sg,f)	NOU
speeltuig	speeltuig	NOU(comm,sg,n)	NOU
Lombardije	Lombardije	NOU(prop,sg,-)	NOU
ersatz	ersatz	NOU(comm,sg,m)	NOU
subversieve	subversief	ADJ(quali,pos,inflected)	ADJ
trouvailles	trouvaille	NOU(comm,pl,mf)	NOU
opjuint	opjuinen	VRB(mai,ind,pres,2/3,sg,trs)	VRB
eigen-woningbezit	eigenwoningbezit	NOU(comm,sg,n)	NOU
pezen	pezen	VRB(mai,inf,withoutt,withoutp,withoutn,int)	VRB
volksvoedsel	volksvoedsel	NOU(comm,sg,n)	NOU
fijnkauwen	fijnkauwen	VRB(mai,inf,withoutt,withoutp,withoutn,trs)	VRB
monopoliecommissie	monopoliecommissie	NOU(comm,sg,f)	NOU
handelsrekenen	handelsrekenen	NOU(comm,sg,n)	NOU
boenden	boenen	VRB(mai,ind,impf,1/2/3,pl,trs/int)	VRB
streekgebonden	streekgebonden	ADJ(quali,pos,basic)	ADJ
tuin	tuinen	VRB(mai,ind,pres,1,sg,trs/int)	VRB
plompe	plomp	ADJ(quali,pos,inflected)	ADJ
Lukas	Lukas	NOU(prop,sg,m)	NOU
achterdochtige	achterdochtig	ADJ(quali,pos,inflected)	ADJ
impuls	impuls	NOU(comm,sg,m)	NOU
afgeweken	afwijken	VRB(mai,part,past,withoutp,withoutn,int)	VRB
features	feature	NOU(comm,pl,m)	NOU
schepenen	schepen	NOU(comm,pl,m)	NOU
vierkwartsmaten	vierkwartsmaat	NOU(comm,pl,mf)	NOU
kippeëieren	kippenei	NOU(comm,pl,n)	NOU
vogelkooien	vogelkooi	NOU(comm,pl,mf)	NOU
onderzoekers	onderzoeker	NOU(comm,pl,m)	NOU
dalkruid	dalkruid	NOU(comm,sg,n)	NOU
basketballen	basketballen	VRB(mai,inf,withoutt,withoutp,withoutn,int)	VRB
strovezelplaat	strovezelplaat	NOU(comm,sg,mf)	NOU
Zutphen	Zutphen	NOU(prop,sg,-)	NOU
feestprogramma	feestprogramma	NOU(comm,sg,n)	NOU
racisme	racisme	NOU(comm,sg,n)	NOU
vraagtekens	vraagteken	NOU(comm,pl,n)	NOU
optikt	optikken	VRB(mai,ind,pres,2/3,sg,trs)	VRB
aspirant	aspirant	NOU(comm,sg,m)	NOU
zandsteenlaag	zandsteenlaag	NOU(comm,sg,mf)	NOU
middeltje	middel	NOU(comm,sg,n)	NOU
kegelvlakken	kegelvlak	NOU(comm,pl,n)	NOU
knarste	knarsen	VRB(mai,ind,impf,1/2/3,sg,int)	VRB
loop	loop	NOU(comm,sg,m)	NOU
geneeskundige	geneeskundige	NOU(comm,sg,mf)	NOU
berkeboom	berkenboom	NOU(comm,sg,m)	NOU
gazel	gazel	NOU(comm,sg,mf)	NOU
luizen	luizen	VRB(mai,ind,pres,1/2/3,pl,trs)	VRB
hoenderen	hoen	NOU(comm,pl,n)	NOU
gelijkvloers	gelijkvloers	ADJ(quali,pos,basic)	ADJ
myriaden	myriade	NOU(comm,pl,f)	NOU
gasbuizen	gasbuis	NOU(comm,pl,mf)	NOU
wetgevende	wetgevend	ADJ(quali,pos,inflected)	ADJ
sportvlieger	sportvlieger	NOU(comm,sg,m)	NOU
materialisme	materialisme	NOU(comm,sg,n)	NOU
lekkere	lekker	ADJ(quali,pos,inflected)	ADJ
schilder	schilder	NOU(comm,sg,m)	NOU
luxewagens	luxewagen	NOU(comm,pl,m)	NOU
balansopruiming	balansopruiming	NOU(comm,sg,f)	NOU
gezwaai	gezwaai	NOU(comm,sg,n)	NOU
toekan	toekan	NOU(comm,sg,m)	NOU
researchafdeling	researchafdeling	NOU(comm,sg,f)	NOU
dopingvraagstukken	dopingvraagstuk	NOU(comm,pl,n)	NOU
ontwerptekeningen	ontwerptekening	NOU(comm,pl,f)	NOU
sjoelbak	sjoelbak	NOU(comm,sg,m)	NOU
elk	elk	DET(indf,withoutp,withoutg,withoutn)	DET
tikfout	tikfout	NOU(comm,sg,mf)	NOU
propagandatochten	propagandatocht	NOU(comm,pl,m)	NOU
kosmonaut	kosmonaut	NOU(comm,sg,m)	NOU
oplichtende	oplichtend	ADJ(quali,pos,inflected)	ADJ
zoolde	zolen	VRB(mai,ind,impf,1/2/3,sg,trs)	VRB
gereformeerd	gereformeerd	ADJ(quali,pos,basic)	ADJ
categorisch	categorisch	ADJ(quali,pos,basic)	ADJ
roven	roven	VRB(mai,ind,pres,1/2/3,pl,trs)	VRB
lekenoordelen	lekenoordeel	NOU(comm,pl,n)	NOU
intellectueler	intellectueel	ADJ(quali,com,basic)	ADJ
prive-bestaan	privé-bestaan	NOU(comm,sg,n)	NOU
vernooi	vernooi	NOU(comm,sg,n)	NOU
aanwerf	aanwerven	VRB(mai,ind,pres,1,sg,trs)	VRB
Overvecht	Overvecht	NOU(prop,sg,-)	NOU
verindisch	verindischen	VRB(mai,ind,pres,1,sg,int)	VRB
toekwam	toekomen	VRB(mai,ind,impf,1/2/3,sg,int)	VRB
pleisteren	pleisteren	ADJ(quali,pos,basic)	ADJ
hoogwaardig	hoogwaardig	ADJ(quali,pos,basic)	ADJ
huiscommissie	huiscommissie	NOU(comm,sg,f)	NOU
dansmaat	dansmaat	NOU(comm,sg,mf)	NOU
handbediend	handbediend	ADJ(quali,pos,basic)	ADJ
mislezen	mislezen	VRB(mai,ind,pres,1/2/3,pl,ref)	VRB
aardbeienbedden	aardbeienbed	NOU(comm,pl,n)	NOU
collectiviseren	collectiviseren	VRB(mai,inf,withoutt,withoutp,withoutn,trs)	VRB
vlasspinnerij	vlasspinnerij	NOU(comm,sg,f)	NOU
verzet	verzet	NOU(comm,sg,n)	NOU
wegvloog	wegvliegen	VRB(mai,ind,impf,1/2/3,sg,int)	VRB
voorrang	voorrang	NOU(comm,sg,m)	NOU
emulgeren	emulgeren	VRB(mai,inf,withoutt,withoutp,withoutn,trs)	VRB
n.a.g.	n.a.g.	RES(abbr)	RES
traineren	traineren	VRB(mai,ind,pres,1/2/3,pl,trs/int)	VRB
glunderen	glunderen	VRB(mai,inf,withoutt,withoutp,withoutn,int)	VRB
porren	por	NOU(comm,pl,m)	NOU
alliages	alliage	NOU(comm,pl,f/n)	NOU
polijstten	polijsten	VRB(mai,ind,impf,1/2/3,pl,trs)	VRB
fietsenmarkt	fietsenmarkt	NOU(comm,sg,mf)	NOU
rechtervuist	rechtervuist	NOU(comm,sg,mf)	NOU
amaryllis	amaryllis	NOU(comm,sg,mf)	NOU
topfiguren	topfiguur	NOU(comm,pl,mf)	NOU
kattendarmen	kattendarm	NOU(comm,pl,m)	NOU
rockers	rocker	NOU(comm,pl,m)	NOU
reactorgebouw	reactorgebouw	NOU(comm,sg,n)	NOU
aangeschikt	aanschikken	VRB(mai,part,past,withoutp,withoutn,int)	VRB
avonturenverhalen	avonturenverhaal	NOU(comm,pl,n)	NOU
rassenvermengingen	rassenvermenging	NOU(comm,pl,f)	NOU
samenknepen	samenknijpen	VRB(mai,ind,impf,1/2/3,pl,trs)	VRB
rijmpjes	rijmpje	NOU(comm,pl,n)	NOU
kunstenaarshanden	kunstenaarshand	NOU(comm,pl,mf)	NOU
hamsterden	hamsteren	VRB(mai,ind,impf,1/2/3,pl,trs)	VRB
terneervielen	terneervallen	VRB(mai,ind,impf,1/2/3,pl,int)	VRB
metselaars	metselaar	NOU(comm,pl,m)	NOU
overijlen	overijlen	VRB(mai,inf,withoutt,withoutp,withoutn,ref)	VRB
gesukkeld	sukkelen	VRB(mai,part,past,withoutp,withoutn,int)	VRB
zeearenden	zeearend	NOU(comm,pl,m)	NOU
vergaderplaats	vergaderplaats	NOU(comm,sg,mf)	NOU
hotelgroep	hotelgroep	NOU(comm,sg,mf)	NOU
niet-verwant	niet-verwant	ADJ(quali,pos,basic)	ADJ
territoirs	territoir	NOU(comm,pl,n)	NOU
berkenstammen	berkenstam	NOU(comm,pl,m)	NOU
lusten	lusten	VRB(mai,inf,withoutt,withoutp,withoutn,trs)	VRB
schaakolympiade	schaakolympiade	NOU(comm,sg,f)	NOU
opvangmodel	opvangmodel	NOU(comm,sg,n)	NOU
Golan	Golan	NOU(prop,sg,mf)	NOU
overhoren	overhoren	VRB(mai,ind,pres,1/2/3,pl,trs)	VRB
haspelen	haspelen	VRB(mai,ind,pres,1/2/3,pl,trs/int)	VRB
Jahweh	Jahweh	NOU(prop,sg,m)	NOU
mazzelaars	mazzelaar	NOU(comm,pl,m)	NOU
concepttekst	concepttekst	NOU(comm,sg,m)	NOU
journaalbeelden	journaalbeeld	NOU(comm,pl,n)	NOU
indices	index	NOU(comm,pl,m)	NOU
sportblok	sportblok	NOU(comm,sg,n)	NOU
buten	buten	VRB(mai,inf,withoutt,withoutp,withoutn,int)	VRB
sovjetheld	sovjetheld	NOU(comm,sg,m)	NOU
hilariteit	hilariteit	NOU(comm,sg,f)	NOU
overvallen	overval	NOU(comm,pl,m)	NOU
kaarsvlammen	kaarsvlam	NOU(comm,pl,mf)	NOU
intercity's	intercity	NOU(comm,pl,m)	NOU
ongevoelige	ongevoelig	ADJ(quali,pos,inflected)	ADJ
aankruiste	aankruisen	VRB(mai,ind,impf,1/2/3,sg,trs)	VRB
atomisten	atomist	NOU(comm,pl,m)	NOU
rechaud	rechaud	NOU(comm,sg,m/n)	NOU
amberkleurige	amberkleurig	ADJ(quali,pos,inflected)	ADJ
kloon	kloon	NOU(comm,sg,mf)	NOU
Zevenaar	Zevenaar	NOU(prop,sg,-)	NOU
politiek-strategische	politiek-strategisch	ADJ(quali,pos,inflected)	ADJ
injectiespuiten	injectiespuit	NOU(comm,pl,mf)	NOU
snippert	snipperen	VRB(mai,ind,pres,2/3,sg,trs/int)	VRB
voetvallen	voetval	NOU(comm,pl,m)	NOU
prostitueren	prostitueren	VRB(mai,ind,pres,1/2/3,pl,trs/ref)	VRB
streklagen	streklaag	NOU(comm,pl,mf)	NOU
warrelingen	warreling	NOU(comm,pl,f)	NOU
Digby	Digby	NOU(prop,sg,-)	NOU
uitgevallen	uitvallen	VRB(mai,part,past,withoutp,withoutn,int)	VRB
wetenschapper	wetenschapper	NOU(comm,sg,m)	NOU
peurstokken	peurstok	NOU(comm,pl,m)	NOU
pareltjes	parel	NOU(comm,pl,n)	NOU
luiwammesen	luiwammes	NOU(comm,pl,m)	NOU
struiven	struif	NOU(comm,pl,mf)	NOU
Hemingways	Hemingways	NOU(prop,sg,-)	NOU
stamtafel	stamtafel	NOU(comm,sg,mf)	NOU
pamfletten	pamflet	NOU(comm,pl,n)	NOU
rat-race	ratrace	NOU(comm,sg,m)	NOU
wegkap	wegkappen	VRB(mai,ind,pres,1,sg,trs)	VRB
aanleveren	aanleveren	VRB(mai,ind,pres,1/2/3,pl,trs)	VRB
verklikken	verklikken	VRB(mai,ind,pres,1/2/3,pl,trs)	VRB
machtsconstellatie	machtsconstellatie	NOU(comm,sg,f)	NOU
aankijken	aankijken	VRB(mai,inf,withoutt,withoutp,withoutn,trs)	VRB
prijzencontrole	prijzencontrole	NOU(comm,sg,mf)	NOU
politiek-psychologische	politiek-psychologisch	ADJ(quali,pos,inflected)	ADJ
ziekenfondspatienten	ziekenfondspatiënt	NOU(comm,pl,m)	NOU
tournee	tournee	NOU(comm,sg,f)	NOU
slotniveau	slotniveau	NOU(comm,sg,n)	NOU
verkeersinspecties	verkeersinspectie	NOU(comm,pl,f)	NOU
behangselpapieren	behangselpapier	NOU(comm,pl,n)	NOU
kruiskruid	kruiskruid	NOU(comm,sg,n)	NOU
werpster	werpster	NOU(comm,sg,f)	NOU
filmscènes	filmscène	NOU(comm,pl,mf)	NOU
tijdcharter	tijdcharter	NOU(comm,sg,n)	NOU
rijksdeel	rijksdeel	NOU(comm,sg,n)	NOU
verdrijf	verdrijven	VRB(mai,ind,pres,1,sg,trs)	VRB
sanctioneren	sanctioneren	VRB(mai,inf,withoutt,withoutp,withoutn,trs)	VRB
antikartelwetgeving	antikartelwetgeving	NOU(comm,sg,f)	NOU
gemeenschapsraden	gemeenschapsraad	NOU(comm,pl,m)	NOU
opstormde	opstormen	VRB(mai,ind,impf,1/2/3,sg,int)	VRB
omhulsels	omhulsel	NOU(comm,pl,n)	NOU
lotussen	lotus	NOU(comm,pl,m)	NOU
agglutinaties	agglutinatie	NOU(comm,pl,f)	NOU
naaien	naaien	VRB(mai,inf,withoutt,withoutp,withoutn,trs)	VRB
beklinken	beklinken	VRB(mai,inf,withoutt,withoutp,withoutn,trs)	VRB
zeurende	zeurend	ADJ(quali,pos,inflected)	ADJ
sovchosen	sovchoze	NOU(comm,pl,f)	NOU
Punische	Punisch	ADJ(quali,pos,inflected)	ADJ
Clingendael	Clingendael	NOU(prop,sg,-)	NOU
omgezaagd	omzagen	VRB(mai,part,past,withoutp,withoutn,trs)	VRB
pedicuur	pedicuren	VRB(mai,ind,pres,1,sg,trs/int)	VRB
patientengegevens	patiëntengegevens	NOU(comm,pl,withoutg)	NOU
kansarme	kansarm	ADJ(quali,pos,inflected)	ADJ
schaartrap	schaartrap	NOU(comm,sg,m)	NOU
calqueren	calqueren	VRB(mai,ind,pres,1/2/3,pl,trs)	VRB
cycloïde	cycloïde	NOU(comm,sg,f)	NOU
besodemieterd	besodemieteren	VRB(mai,part,past,withoutp,withoutn,trs)	VRB
zangpartijen	zangpartij	NOU(comm,pl,f)	NOU
gesorteerd	sorteren	VRB(mai,part,past,withoutp,withoutn,trs)	VRB
