Drentenaars	Drentenaar	NOU(comm,pl)	NOU
Drentenaren	Drentenaar	NOU(comm,pl)	NOU
Duitsers	Duitser	NOU(comm,pl)	NOU
Duitssprekenden	Duitssprekende	NOU(comm,pl)	NOU
E-wegen	E-weg	NOU(comm,pl)	NOU
EEG-landen	EEG-land	NOU(comm,pl)	NOU
EEG-verdragen	EEG-verdrag	NOU(comm,pl)	NOU
EHBO'ers	EHBO'er	NOU(comm,pl)	NOU
EHBO-diploma's	EHBO-diploma	NOU(comm,pl)	NOU
Ecuadoranen	Ecuadoraan	NOU(comm,pl)	NOU
Eerste-Kamerfracties	Eerste-Kamerfractie	NOU(comm,pl)	NOU
Eerste-Kamerleden	Eerste-Kamerlid	NOU(comm,pl)	NOU
Egyptenaars	Egyptenaar	NOU(comm,pl)	NOU
Egyptenaren	Egyptenaar	NOU(comm,pl)	NOU
Emmausgangers	Emmaüsgangers	NOU(comm,pl)	NOU
Emmaüsgangers	Emmaüsgangers	NOU(comm,pl)	NOU
Engelandvaarders	Engelandvaarder	NOU(comm,pl)	NOU
Engelsen	Engelsen	NOU(comm,pl)	NOU
Engelsen	Engelsman	NOU(comm,pl)	NOU
Eritreeers	Eritreeër	NOU(comm,pl)	NOU
Eritreeërs	Eritreeër	NOU(comm,pl)	NOU
Eskimo's	eskimo	NOU(comm,pl)	NOU
Esten	Est	NOU(comm,pl)	NOU
Estlanders	Estlander	NOU(comm,pl)	NOU
Ethiopiers	Ethiopiër	NOU(comm,pl)	NOU
Ethiopiërs	Ethiopiër	NOU(comm,pl)	NOU
Europacupfinales	Europacupfinale	NOU(comm,pl)	NOU
Europacupwedstrijden	Europacupwedstrijd	NOU(comm,pl)	NOU
Europeanen	Europeaan	NOU(comm,pl)	NOU
FM-frequenties	FM-frequentie	NOU(comm,pl)	NOU
FM-zenders	FM-zender	NOU(comm,pl)	NOU
Faeroerders	Faeröerder	NOU(comm,pl)	NOU
Faeröerders	Faeröerder	NOU(comm,pl)	NOU
Falklandeilanders	Falklandeilander	NOU(comm,pl)	NOU
Farizeeen	Farizeeën	NOU(comm,pl)	NOU
Farizeeën	Farizeeën	NOU(comm,pl)	NOU
Fijiers	Fijiër	NOU(comm,pl)	NOU
Fijiërs	Fijiër	NOU(comm,pl)	NOU
Filipijnen	Filipijn	NOU(comm,pl)	NOU
Filippijnen	Filipijn	NOU(comm,pl)	NOU
Finnen	Fin	NOU(comm,pl)	NOU
Flevolanders	Flevolander	NOU(comm,pl)	NOU
Francaises	Française	NOU(comm,pl)	NOU
Franken	Frank	NOU(comm,pl)	NOU
Frans-Polynesiers	Frans-Polynesiër	NOU(comm,pl)	NOU
Frans-Polynesiërs	Frans-Polynesiër	NOU(comm,pl)	NOU
Fransen	Fransen	NOU(comm,pl)	NOU
Fransen	Fransman	NOU(comm,pl)	NOU
Fransozen	Fransoos	NOU(comm,pl)	NOU
Franstaligen	Franstalige	NOU(comm,pl)	NOU
Françaises	Française	NOU(comm,pl)	NOU
Freudianen	freudiaan	NOU(comm,pl)	NOU
Friestaligen	Friestalige	NOU(comm,pl)	NOU
Friezen	Fries	NOU(comm,pl)	NOU
Friezinnen	Friezin	NOU(comm,pl)	NOU
Galliers	Galliër	NOU(comm,pl)	NOU
Galliërs	Galliër	NOU(comm,pl)	NOU
Gelderlanders	Gelderlander	NOU(comm,pl)	NOU
Geldersmannen	Geldersman	NOU(comm,pl)	NOU
Gentenaars	Gentenaar	NOU(comm,pl)	NOU
Gentenaren	Gentenaar	NOU(comm,pl)	NOU
Georgiers	Georgiër	NOU(comm,pl)	NOU
Georgiërs	Georgiër	NOU(comm,pl)	NOU
Germanen	Germaan	NOU(comm,pl)	NOU
Gghanezen	Gghanees	NOU(comm,pl)	NOU
Gibraltarezen	Gibraltarees	NOU(comm,pl)	NOU
Girondijnen	Girondijnen	NOU(comm,pl)	NOU
Godsgezanten	Godsgezant	NOU(comm,pl)	NOU
Grenadanen	Grenadaan	NOU(comm,pl)	NOU
Grieken	Griek	NOU(comm,pl)	NOU
Groenlanders	Groenlander	NOU(comm,pl)	NOU
Groningers	Groninger	NOU(comm,pl)	NOU
Guadeloupers	Guadelouper	NOU(comm,pl)	NOU
Guamezen	Guamees	NOU(comm,pl)	NOU
Guatemalanen	Guatemalaan	NOU(comm,pl)	NOU
Guatemalteken	Guatemalteek	NOU(comm,pl)	NOU
Guinee-Bissauers	Guinee-Bissauer	NOU(comm,pl)	NOU
Guineeers	Guineeër	NOU(comm,pl)	NOU
Guineeërs	Guineeër	NOU(comm,pl)	NOU
Guyanen	Guyaan	NOU(comm,pl)	NOU
Guyanezen	Guyanees	NOU(comm,pl)	NOU
H-bommen	H-bom	NOU(comm,pl)	NOU
HIV-geïnfecteerden	HIV-geïnfecteerde	NOU(comm,pl)	NOU
Haarlemmers	Haarlemmer	NOU(comm,pl)	NOU
Habsburgers	Habsburger	NOU(comm,pl)	NOU
Hagenaars	Hagenaar	NOU(comm,pl)	NOU
Hagenaren	Hagenaar	NOU(comm,pl)	NOU
Hagenezen	Hagenees	NOU(comm,pl)	NOU
Haitianen	Haïtiaan	NOU(comm,pl)	NOU
Hanzesteden	Hanzestad	NOU(comm,pl)	NOU
Hasselaren	Hasselaar	NOU(comm,pl)	NOU
Hasseltenaars	Hasseltenaar	NOU(comm,pl)	NOU
Hasseltenaren	Hasseltenaar	NOU(comm,pl)	NOU
Haïtianen	Haïtiaan	NOU(comm,pl)	NOU
Hebreeen	Hebreeën	NOU(comm,pl)	NOU
Hebreeers	Hebreeër	NOU(comm,pl)	NOU
Hebreeën	Hebreeën	NOU(comm,pl)	NOU
Hebreeërs	Hebreeër	NOU(comm,pl)	NOU
Helvetiers	Helvetiër	NOU(comm,pl)	NOU
Helvetiërs	Helvetiër	NOU(comm,pl)	NOU
Hendriken	Hendrik	NOU(comm,pl)	NOU
Henegouwers	Henegouwer	NOU(comm,pl)	NOU
Hindoes	Hindoe	NOU(comm,pl)	NOU
Hindostanen	Hindoestaan	NOU(comm,pl)	NOU
Hollanders	Hollander	NOU(comm,pl)	NOU
Hondurezen	Hondurees	NOU(comm,pl)	NOU
Hongaren	Hongaar	NOU(comm,pl)	NOU
Hongkongers	Hongkonger	NOU(comm,pl)	NOU
Hunnen	hun	NOU(comm,pl)	NOU
IJslanders	IJslander	NOU(comm,pl)	NOU
IJsselmeerpolders	IJsselmeerpolder	NOU(comm,pl)	NOU
IJzerbedevaarten	IJzerbedevaart	NOU(comm,pl)	NOU
IQ-testen	IQ-test	NOU(comm,pl)	NOU
ISO-normen	ISO-norm	NOU(comm,pl)	NOU
Iberiers	Iberiër	NOU(comm,pl)	NOU
Iberiërs	Iberiër	NOU(comm,pl)	NOU
Ieren	Ier	NOU(comm,pl)	NOU
Inca's	inca	NOU(comm,pl)	NOU
Indiaansen	indiaanse	NOU(comm,pl)	NOU
Indianen	indiaan	NOU(comm,pl)	NOU
Indiers	Indiër	NOU(comm,pl)	NOU
Indischmannen	indischman	NOU(comm,pl)	NOU
Indiërs	Indiër	NOU(comm,pl)	NOU
Indo's	Indo	NOU(comm,pl)	NOU
Indo-europeanen	Indo-europeaan	NOU(comm,pl)	NOU
